title,author,genre,summary,excerpt,rating,book_id,sentiment,pos_score,neg_score,neu_score,rating_bucket,gold_label
Gertrude and Alice,['Janet Malcolm'],['Biography & Autobiography'],"How had the pair of elderly Jewish lesbians survived the Nazis?"" Janet Malcolm asks at the beginning of this extraordinary work of literary biography and investigative journalism. The pair, of course, is Gertrude Stein, the modernist master ""whose charm was as conspicuous as her fatness"" and ""thin, plain, tense, sour"" Alice B. Toklas, the ""worker bee"" who ministered to Stein's needs throughout their forty-year expatriate ""marriage."" As Malcolm pursues the truth of the couple's charmed life in a village in Vichy France, her subject becomes the larger question of biographical truth. ""The instability of human knowledge is one of our few certainties,"" she writes. The portrait of the legendary couple that emerges from this work is unexpectedly charged. The two world wars Stein and Toklas lived through together are paralleled by the private war that went on between them. This war, as Malcolm learned, sometimes flared into bitter combat. Two Lives is also a work of literary criticism. ""Even the most hermetic of [Stein's] writings are works of submerged autobiography,"" Malcolm writes. ""The key of 'I' will not unlock the door to their meaning-you need a crowbar for that-but will sometimes admit you to a kind of anteroom of suggestion."" Whether unpacking the accessible Autobiography of Alice B. Toklas, in which Stein ""solves the koan of autobiography,"" or wrestling with The Making of Americans, a masterwork of ""magisterial disorder,"" Malcolm is stunningly perceptive. Praise for the author: ""[Janet Malcolm] is among the most intellectually provocative of authors . . .able to turn epiphanies of perception into explosions of insight.""-David Lehman, Boston Globe ""Not since Virginia Woolf has anyone thought so trenchantly about the strange art of biography.""-Christopher Benfey",This is a well written small book that explains things. The puzzle unexplained is why Gertrude stayed in an unpleasantly nazi occupied France and paled around with an obnoxious nazi in order to get favors. Its clear that Alice ruled the roost and didn't want to lose Gertrude. The author debunks Gertrude's unbearable stream-of-conscious form of writing rightly putting it in the class of the emperor's new clothes.,5.0,137929,NEU,0.27538779377937317,0.04620031267404556,0.6784119009971619,positive,POS
The Christmas Letters,['Lee Smith'],['Fiction'],"In The Christmas Letters, three generations of women reveal their stories of love and marriage in the letters they write to family and friends during the holidays. It's a down-home Christmas story about tradition, family, and the shared experiences of women. Here, in a letter of her own, Lee Smith explains how she was inspired to write this celebrated epistolary novel: Dear Friends, Like me, you probably get Christmas letters every year. I read every word and save every letter. Because every Christmas letter is the story of a life, and what story can be more interesting than the story of our lives? Often, it is the story of an entire family. But you also have to read between the lines with Christmas letters. Sometimes, what is not said is even more important than what is on the page. In The Christmas Letters, I have used this familiar format to illumine the lives, hopes, dreams, and disappointments of three generations of American women. Much of the story of The Christmas Letters is also told through shared recipes. As Mary, my favorite character, says, ""I feel as if I have written out my life story in recipes! The Cool Whip and mushroom soup years, the hibachi and fondue period, then the quiche and crepes phase, and now it's these salsa years."" I wrote this little book for the same reason I write to my friends and relatives every holiday--Christmas letters give us a chance to remember and celebrate who we are. With warmest greetings, Lee Smith","I received this book as a pre-Christmas book many years ago and have just finished reading it for maybe the fifth time just before Christmas. It is a very quick and engaging read.The Christmas Letters recounts all of the bittersweet memories that surround Christmas. It is not necessarily all happy, but it is all very real. Maybe as I get older, the pathos of Christmas becomes more real - both the sadness associated with memories of the past which can no longer be recreated and the realization that we can only celebrate from that place where we currently live in our lives. When we are in good places, then Christmas is magical. When not, Christmas can be very difficult. Smith touches on both of these points.I am a great fan of Lee Smith's books. I gave this one only 4 stars, but that is in relation to her other books. To me, her best is Fair and Tender Ladies, also written in letter form.Christmas blessings to all.",4.0,140675,POS,0.9153726696968079,0.0027493962552398443,0.08187791705131531,positive,POS
The Ladies of Seneca Falls: The Birth of the Woman's Rights Movement,['Miriam Gurko'],['Biography & Autobiography'],"Reveals the contributions of such nineteenth-century antecedents to the suffrage movement as Elizabeth Cady Stanton, Susan B. Anthony, and Margaret Fuller","Bought three copies of this ""old"" text book for my grand daughters. A good history about womens struggles in the late 1800's and early 1900's..",5.0,7617,POS,0.9330218434333801,0.0013449991820380092,0.06563318520784378,positive,POS
Batman: Evolution (No Man's Land),['Mark D. White'],['Philosophy'],"Batman has been one of the world’s most beloved superheroes since his first appearance in Detective Comics #27 in 1939. Clad in his dark cowl and cape, he has captured the imagination of millions with his single-minded mission to create a better world for the people of Gotham City by fighting crime, making use of expert detective skills, high-tech crime-fighting gadgets, and an extensive network of sidekicks and partners. But why has this self-made hero enjoyed such enduring popularity? And why are his choices so often the subject of intense debate among his fans and philosophers alike? Batman and Ethics goes behind the mask to shed new light on the complexities and contradictions of the Dark Knight’s moral code. From the logic behind his aversion to killing to the moral status of vigilantism and his use of torture in pursuit of justice (or perhaps revenge), Batman’s ethical precepts are compelling but often inconsistent and controversial. Philosopher and pop culture expert Mark D. White uses the tools of moral philosophy to track Batman’s most striking ethical dilemmas and decisions across his most prominent storylines from the early 1970s through the launch of the New 52, and suggests how understanding the mercurial moral character of the caped crusader might help us reconcile our own. A thought-provoking and entertaining journey through four decades of Batman’s struggles and triumphs in time for the franchise’s 80th anniversary, Batman and Ethics is a perfect gateway into the complex questions of moral philosophy through a focused character study of this most famous of fictional superheroes.","I agree with some of the reviewers that say the artwork is not great. I think the team of artists were going for a simple/classic Tim Sale kind of feel, but don't quite pull it off. The limited color palette is unusual (entire chapters use only a few colors), but this doesn't bother me. It creates an unreal feeling, so you can accept people transforming into animals... well, almost.What saves the book is the writing of Greg Rucka. After his HUGE hit with the recent Batman comic, ""The OMAC Project,"" I wanted to check out his earlier stuff. So I ordered this and I wasn't disappointed. Rucka understands that Batman books work well when Bruce Wayne is allowed to be a detective, not just a grunting badass. Even though Ra's al Ghul is probably my least favorite Batman villain, I enjoyed his part of the story. The Two-Face chapter is solid too. I like how Rucka includes characters from ""Gotham Central,"" like Detective Montoya (the Two-Face chapter revolves around her).Check out Rucka's work on the ""Batman & Huntress"" trade paperback (an excellent read) and the acclaimed ""Queen and Country"" series.Happy reading!",4.0,16182,NEU,0.10897648334503174,0.2046680599451065,0.686355471611023,positive,POS
"Lectures to My Students (Series 1, 2, 3 Revised)",['Charles H. Spurgeon'],['Religion'],"One contemporary scholar and authority on Spurgeon says of this work: ""Next to Mr. Spurgeon's great literary work, The Treasury of David, we consider (these) Lectures to My Students his greatest single contribution to the Christian world. There is more practical wisdom, common sense and sage advice packed within these pages than with any other book of similar size, or content."" This complete and unabridged edition of Spurgeon's great work will make it possible for today's generation to appreciate Spurgeon's combination of discerning wit and refreshingly practical advice. Included in the twenty-eight chapters of this classic volume are lectures such as: - The Call to Ministry - The Preacher's Private Prayer - On the Choice of a Text - On the Voice - The Holy Spirit in Connection with Our Ministry - The Blind Eye and the Deaf Ear - On Conversion as Our Aim - Illustrations in Preaching As were all of Spurgeon's messages to his people, each of these lectures is Scripture-saturated and Christ-honoring. They move swiftly and are fascinating in their content and sage counsel.","Seller did a great job getting this to me in a timely fashion, no complaints there; however, the text within the book is terribly small, looks like someone zoomed out and then printed all the pages, they don't even fill the page normally (2 inch margins on the left and right and 3-5 inch margins on the top and bottom). Was excited to get the book, but not very excited about the print size",2.0,137612,POS,0.40650302171707153,0.3042886555194855,0.28920823335647583,negative,NEG
L'Arrire-saison (French Edition),['Larousse'],['Foreign Language Study'],"An authoritative dictionary that includes colloquial expressions, terms, and a phonetic symbol guide along with the usual vocabulary entries.","C'est la fin de la haute saison &agrave; Cape Cod o&ugrave; r&eacute;side Louise Cooper, &eacute;crivain de pi&egrave;ces de th&eacute;tre de trente-cinq ans. Elle se rend souvent au bar chez Phillies o&ugrave; le barman Ben lui sert sa boisson favorite, le Martini blanc, en attendant Norman, homme mari&eacute; qui a tenu un rle dans une des pi&egrave;ces de th&eacute;tre de Louise, ""Un matin &agrave; New York"", et dont elle s'est &eacute;prise. Mais Norman tarde &agrave; venir, alors Louise plonge dans les souvenirs de son ancien mari, Stephen Townsend, avocat d'affaire &agrave; Boston. C'est avec lui que Louise a &eacute;t&eacute; mari&eacute;e pendant cinq ans avant qu'une certaine Rachel Monroe ne s'immisce entre eux et que rupture ne s'en suive.M. Besson peint le portrait un peu fan&eacute; d'une femme qui a rat&eacute; son mariage et qui souffre de l'incapacit&eacute; &agrave; garder les hommes &agrave; son ct&eacute; alors que les ann&eacute;es passent. Le propos manque un peu d'originalit&eacute; et malheureusement ce roman lancinant n'est gu&egrave;re comparable au splendide ""En l'absence des hommes"" du mme auteur. A l'adresse de M. Besson, la boisson si populaire aux Etats-Unis appel&eacute;e ""dry martini"" est un cocktail et n'est pas le vermouth en bouteille que sirote Louise et qui est produit par une firme italienne r&eacute;pondant &agrave; l'appellation de ""Martini Bianco"".",3.0,164148,NEU,0.07160548120737076,0.0037306020967662334,0.9246639609336853,neutral,NEG
The Essential Asian Cookbook,['Whitecap Books'],['Cooking'],"This book is a complete guide to the food and recipes of Asia, celebrating and demystifying the flavors of the East.","Authentic tasting and easy to follow asain recipes from all over Asia, not just Chinese and Japanese.",5.0,184842,POS,0.9096873998641968,0.0015441729919984937,0.08876840770244598,positive,POS
Le Secret De LA Salamandre (French Edition),['Ann Miller'],['Education'],"The increasing popularity of bande dessinee, or French-language comic strip, means that it is being established on university syllabuses worldwide. Reading Bande Dessinee provides a thorough introduction to the medium and in-depth critical analysis with focus on contemporary examples of the art form, historical context, key artists, and themes such as gender, autobiography and postcolonial culture. Miller's groundbreaking book demonstrates exactly why bande dessinee is considered to be a visual narrative art form and encourages the reader to appreciate and understand it to the best of their abilities. Miller also provides the terminology, framework and tools necessary for study, highly relevant to current curriculum and she creates a multi-disciplinary, comprehensive approach to the subject matter. Reading Bande Dessinee draws from analytical viewpoints such as narratology, cultural studies and gender studies to illuminate the form fully, examining how it can be seen to undermine mythologies of national and cultural identity, investigating the satirical possibilities and looking at how the comic strip may contest normative representations of the body according to gender theories. This volume explores the controversy surrounding the comic strips in contemporary French society and traces the historical and cultural implications surrounding the legitimization of bande dessinee. With the growing academic readership of bande dessinee this book proves to be an invaluable analysis for scholars of the postmodern narrative art. Reading Bande Dessinee is also an essential resource for anyone interested in the cultural context, visual and narrative meaning and intricacies of the art form.","The 'cliffhanger' serials of the early French cinema are the inspiration for celebrated French illustrator Jacques Tardi's graphic novels. Beginning with ""Adieu Brindavoine"" in 1972 Tardi depicts a world combining Jules Verne with Emile Zola.This 5th album of the Adele Blanc-Sec series revives the plucky French journalist last seen in the bizarre adventure ""Momies en Folie"" (This is the original, untranslated French version.)The former Edwardian photographer Brindavoine is now a miserable conscript in the trenches of WWI. During a bombardment he stumbles across a talking statue, actually a kind of wireless set for the psychic powers of Adele's retired mummy! The mummy is trying to direct Brindavoine to Adele, lost in suspended animation in the laboratory of a dead scientist. Unfortunately rescue will have to wait as Brindavoine is badly wounded. Meanwhile Brindavoine's former boss, American millionaire Otto Lindberg, joins forces with the Mafia in a plot to take over the world.I thought this was marginally better than the preceding album but not nearly as good as the first two. Sadly, the simplistic view of WWI and the cliched capitalist conspiracy are too humorlessly treated to be viewed as satire. However Tardi's marvellous attention to period detail is always fun to see.",3.0,118422,NEU,0.19477036595344543,0.0059111756272614,0.7993184328079224,neutral,NEU
"The Life Of Riley / Naked In New England (Harlequin Duets, No 56)",['Colleen Hoover'],['Fiction'],"In this “brave and heartbreaking novel that digs its claws into you and doesn’t let go, long after you’ve finished it” (Anna Todd, New York Times bestselling author) from the #1 New York Times bestselling author of All Your Perfects, a workaholic with a too-good-to-be-true romance can’t stop thinking about her first love. Lily hasn’t always had it easy, but that’s never stopped her from working hard for the life she wants. She’s come a long way from the small town where she grew up—she graduated from college, moved to Boston, and started her own business. And when she feels a spark with a gorgeous neurosurgeon named Ryle Kincaid, everything in Lily’s life seems too good to be true. Ryle is assertive, stubborn, maybe even a little arrogant. He’s also sensitive, brilliant, and has a total soft spot for Lily. And the way he looks in scrubs certainly doesn’t hurt. Lily can’t get him out of her head. But Ryle’s complete aversion to relationships is disturbing. Even as Lily finds herself becoming the exception to his “no dating” rule, she can’t help but wonder what made him that way in the first place. As questions about her new relationship overwhelm her, so do thoughts of Atlas Corrigan—her first love and a link to the past she left behind. He was her kindred spirit, her protector. When Atlas suddenly reappears, everything Lily has built with Ryle is threatened. An honest, evocative, and tender novel, It Ends with Us is “a glorious and touching read, a forever keeper. The kind of book that gets handed down” (USA TODAY).","Jacquie D'Alessandro is an enchanting new author, one to watch! Summers and D'Alessandro both offer lively, amusing tales. A good beach read.",5.0,86606,POS,0.9921582937240601,0.001572463777847588,0.0062692598439753056,positive,POS
The Ladies of Seneca Falls: The Birth of the Woman's Rights Movement,['Miriam Gurko'],['Biography & Autobiography'],"Reveals the contributions of such nineteenth-century antecedents to the suffrage movement as Elizabeth Cady Stanton, Susan B. Anthony, and Margaret Fuller","An overview of the women's suffrage movement in the United States during the 18th. Century. This was a time when the legislature of Tennessee declared that women could not own property since they had no souls. In the few states where a women could own property, she had no voice over its taxation, a complaint the Founding Fathers had against the English crown. The book begins with a series of sketchy biographies, and then tells the tale very ably. If you know little of the American suffrage movement two centuries ago, this is a good primer. Truly makes you respect Susan B. Anthony and Elizabeth Cady Stanton, giants in the quest for freedom for all. The irony of newly freed black male slaves, totally unbooked, refusing to be taught by an educated person because they were female and therefore beneath them, was an interesting cocktail of prejudice. Even the great Even Frederick Douglass spoke about his concern that black male suffrage should proceed a woman's...either white or black. Susan B. Anthony thought that equal meant just that, equal rights for both women, blacks, and the white males.""Cautious, careful people, always casting about to preserve their reputation and social standing, never can bring about a reform. Those who are really in earnest must be willing to be anything or nothing in the world's estimation, and publicly and privately, in season and out, avow their sympathy with despised and persecuted ideas and their advocates, and bear the consequences."" -Susan B. Anthony, 1860.",3.0,7617,POS,0.8276489973068237,0.003593721892684698,0.16875727474689484,neutral,POS
Small-Circle Jujitsu,['Wally Jay'],['Sports & Recreation'],"The complete system of small-circle jujutsu. Fully illustrated, this book covers falling, key movements, resuscitation, all forms of joint locks, throwing techniques, chokes and self-defense applications. Wally Jay is a member of Black Belt's Hall of Fame.","Wally Jay's small circle Jujitsu is a must have for all Jujitsu practitionners. You do'nt have to practice the same style, but you can take ideas and concepts from Wally Jay's small circle Jujitsu and apply them to your martial arts style.Excellent book for those into Jujitsu and wrestling martial arts in general.",5.0,546,POS,0.972575306892395,0.0011797123588621616,0.026244962587952614,positive,POS
The Coming of the French Revolution,['Georges Lefebvre'],['History'],"The Coming of the French Revolution remains essential reading for anyone interested in the origins of this great turning point in the formation of the modern world. First published in 1939, on the eve of the Second World War, and suppressed by the Vichy government, this classic work explains what happened in France in 1789, the first year of the French Revolution. Georges Lefebvre wrote history from below--a Marxist approach. Here, he places the peasantry at the center of his analysis, emphasizing the class struggles in France and the significant role they played in the coming of the revolution. Eloquently translated by the historian R. R. Palmer and featuring an introduction by Timothy Tackett that provides a concise intellectual biography of Lefebvre and a critical appraisal of the book, this Princeton Classics edition continues to offer fresh insights into democracy, dictatorship, and insurrection.",French Revolution explained versus the English pro-monarchy historians that have never explained how the French nobility's connivery defeated the Republic a couple of decades after 1789 & much less have these historians explained the Fronde revolt.Best Regards,5.0,177403,NEU,0.011396169662475586,0.3473699390888214,0.6412339210510254,positive,POS
Cow Country,['B.M. Bower'],['Fiction'],Reproduction of the original: Cow-Country by B.M. Bower,"Will James' collection of stories and illustrations is a beguiling antique, first published in 1927. The theme is the changing culture of the West during the first 25 years or so of the 20th century. Cattlemen and cowboys struggle with new methods and technology. Environmentalism is threatened. Cow country gradually changes ownership, and the stage is set for clashes in vision. Out on the Y-Bench spread, the new owner is a dude who tries to impose European ideas of saddles, livestock husbandry, and range management. Grizzled Bearpaw and the boys take exception to these mandated changes. Humorous confrontations ensue. In another story, two old timers just can't stomach encroaching civilization and head west for California, until real estate developers scare them back to Wyoming. The presentation of the book is more than its content. The many charcoal and pen-and-ink drawings look as rustic and hardened as the weather beaten cowboys, wild horses, and longhorns they portray. The first person narratives of the Westerners are rich with vernacular and colloquialism. The stories are lightweight, but hearfelt. More as written portraits than tales of Western adventure. Will James' work as an illustrator compares favorably with Remington and Russell. The book celebrates his love of the land and the animals, a change of pace for modern readers. ;-)",4.0,11035,NEU,0.03653353825211525,0.04976971074938774,0.9136967658996582,positive,POS
The Sex Chronicles: Shattering the Myth,['Zane'],['African American women'],"From a bold and captivating voice comes a collection of stories that probes women's darkest passions and pushes the boundaries of erotic fiction. Sometimes romantic, sometimes raw, Zane appeals to men and women alike with these tales of intoxicating sensuality. THE Sex CHRONICLES SHATTERING THE MYTH Anyone who thinks that men are by nature more sexual than women or that African-American women are especially inhibited hasn't read Zane. Here, she presents an erotic read in three parts: Wild, Wilder, and Off Da Damn Hook. With a unique ability to tell it like it is -- and also to tell it like it could be in your wildest dreams -- Zane crafts stories about everyone from the sensual housewife who wants her husband to experiment more to a secret underground sorority of women that organizes some rather unconventional social events. By turns tender and outrageous, The Sex Chronicles is a pleasure from beginning to end.","I have much respect for Zane but I have to admit...yikes...I wasn't at all impressed with this book. Somehow it reminded me more of amateur porn than good erotica. This is the first book I've read by Zane and I guess I expected her to be more imaginative. I returned the book...not for me. I must give her due credit though, she surely does shatter the myth.",2.0,136648,NEG,0.010128970257937908,0.8947741389274597,0.0950968861579895,negative,NEG
Mother Angelica,['Raymond Arroyo'],['Religion'],"A portrait of Mother Angelica describes the influential nun's youth, her dedication to a cloistered order of Franciscan nuns, and her creation of the powerful, multimillion-dollar Eternal World Television Network. Reprint. 75,000 first printing.","Dan O'Neill, Mother Angelica: Her Life Story (Crossroad, 1986)As I write this, Mother Angelica has recently turned eighty-two years old. I was mildly surprised to find out she's still alive, but she's soldiering on, as always. O'Neill's thin tome on Mother Angelica's life, published almost twenty years ago, is crying out for a revised-and-updated edition to bring us up to speed on what the woman's been up to for the past two decades besides keeping Mother Angelica Live one of the highest-rated religious programs on television, but the 1986 edition is a halfway decent start.The book's title accurately reflects it contents: a brief life of Mother Angelica, the Franciscan nun who, if you've been living in a cave for the past quarter-century, made headlines all over the place by starting the Eternal Word Television Network, the first Catholic mouthpiece of its kind. One has to wonder at how accurate some of the reflections are here; O'Neill states more than once that much of the text for the book came from interviews with Mother Angelica, and never mentions doing much legwork to back any of it up. Ironically, Mother Angelica's life reads, in this text, rather like one of the Lives of the Saints which she disparages because they make the saints seem too saintly; ""we need to see more of their human side,"" she says. Such is also the case here. Mother Angelica's pre-convent life is painted as a truly dire set of circumstances, which (aside from trials of faith) makes a complete reversal upon her becoming a nun. Not to say that's not exactly what happened; Mother Angelica spent her childhood and youth during the Great Depression and World War II, and circumstances were dire for many people. But were the convents really that much better off?The book ends up sounding like your typical tale of inspiration, which probably has much more to do with O'Neill's writing style-- the language used and the sentence structure read more like a young adult biography than one written for the over-18 crowd-- than it has to do with Mother Angelica herself. Still, as far as tales of inspiration go, this one's a pretty easy read. And you can't help but admire the woman.",3.0,165931,NEU,0.4947081506252289,0.003476505633443594,0.5018153786659241,neutral,NEU
"Too Close, Too Soon (Cassette)",['Ken Forsse'],['Flying-machines'],"In this adventure, children learn the importance of safety and taking care of themselves.","What a riot! I gave it two stars, if only for the humor.There's this chart 3/4 of the way through that showcases how slowly a relationship should go to avoid 'unnecessary sexual contact before marriage.' According to the chart, a kiss is acceptable after a month or so, but anything more has to wait until the couple gets married...in SEVEN MONTHS.The hypocracy was hysterically funny. On the one hand you should wait until marriage until you have sex, take your time to establish a deep and meaningful relationship...but on the other hand, seven months is viewed as an appropriate timeframe for marriage. I'm sorry, but don't you think rushing into a marriage is a little bit more harmful in the longrun than rushing into sex? I had girlfriends in high school that lasted longer than seven months.Also on this chart is a squiggly line showing the steps to a harmful relationship--friends to sex in one month, with a little note that says &quot;Too fast; seek professional help&quot; or something like that. Gimme a break--that's not a 'relationship,' that's SEX FOR FUN, pure and simple. Relationships that progress that fast don't lead to marriage in the first place. It's called experimenting, and it's healthy. It teaches you what you like and don't like about partners (sexually or otherwise) before you make the mistake of marrying someone who you'll come to despise (again, sexually or otherwise) later.So as I said--I loved this book...until I found out it was completely serious. C'mon guys--you don't need a book to tell you this. Figure it out on your own, trust your own instincts. MAKE MISTAKES--you're allowed, you know.",2.0,169873,NEU,0.053027428686618805,0.3250311613082886,0.6219414472579956,negative,NEG
Talks on the Gita,['Vinoba Bhave'],['Self-Help'],"Talks on the Gita – The Heartfulness Way Series Talks on the Gita has been translated into all Indian languages and many foreign languages. In these talks, we find a spiritual approach to the practicalities of daily life, and thus they are very relevant today and will continue to transform lives in the future.",I am enjoying this book with a group of people. It is what I expected it to be.,4.0,106525,POS,0.9926769733428955,0.0017746073426678777,0.005548456683754921,positive,POS
My Drowning,['Jim Grimsley'],['Fiction'],A portrait of an aging woman attempting to sort out her life against the backdrop of the second World War finds Ellen Tote wondering about the recurring dream she has had her whole life and trying to solve the mystery of her past,"Even though I make it a point never to review books online, I cannot resist with My Drowning. If you find most contemporary fiction unexciting, as I do, and if you are looking for work that takes risks, is devoid of sentimentality, avoids the all-too-trendy irony, and tells a story in spare but careful prose written by an author who pays attention to the subtlety of language and syntax, then read this book. I mean what I am about to say: This book should have won (or at least been a finalist for) the National Book Award. It's that good.",5.0,109450,NEU,0.4724312126636505,0.04451471567153931,0.4830540716648102,positive,POS
Cottonwood,['Kathleen Cain'],['Nature'],"And so poet and naturalist Kathleen Cain fell in love with the cottonwood tree. Regarded by many as a nuisance, a ""trash tree,"" the cottonwood not only has a fascinating history, it has served noble purposes as well. Ranging from Vermont to Arizona to Alaska, this native North American tree, in various sizes, shapes, and subspecies, has been a sacred symbol, a shelter providing relief from both heat and cold, a signpost for the lost and weary-and underneath its branches many dreams have been born. In a magical blend of art and science, the author looks not only at the cottonwood-how it grows, how it travels, and what it says-but at the roles it has played and continues to play in the art, health, and history of North America. If you need the science, you will find it here-if you need the human heart, you will find it here as well. ""Champion"" means winner, defender, something outstanding-a hero. After reading The Cottonwood Tree: An American Champion you will see why this remarkable tree stands so tall in the American landscape. Book jacket.","Few stories captivate with such escalating pace as Stacy Dean Campbell's &quot;Cottonwood&quot;. In the tradition of Harper Lee's &quot;To Kill a Mockingbird&quot;, this novel weaves its characters &amp; their lives with such believable detail, one wonders how it could be fiction. I've always been one for great Beginnings &amp; Endings and this one delivers, all the way thru the last page. If old-fashioned chill bumps, penetrating reflections and surprising finales are of interest, &quot;Cottonwood&quot; is a must-read.",5.0,9529,POS,0.6174970865249634,0.00481306342408061,0.3776898682117462,positive,POS
Skin Talking About Sex Class and Literature,['Dorothy Allison'],['Literary Collections'],"A collection of essays, autobiographical narratives, and performance pieces.","I read skin for a sociology class focusing on women's issues and this one is quality.Allison really makes you think about how race, sex, and class relate and are interwoven together. If you're looking for a book to help you on your journey toward empowerment take a look.",3.0,205829,POS,0.8078297972679138,0.0017527432646602392,0.19041743874549866,neutral,POS
The Book of the Lion,['Michael Cadnum'],['Juvenile Fiction'],"A National Book Award nominee! Returning to the same era of his ""In a Dark Wood"", Cadnum's majestic novel--part mystery, part history--chronicles the pageantry and brutality of the Crusades under King Richard. Edmund, a young apprentice, is awaiting punishment as a counterfeiter when a knight intervenes on his behalf--and compels Edmund to join Richard Lionheart's forces in the Holy Land. There, amidst the savagery of the twelfth-century Crusades, Edmund learns both courage and compassion, and discovers that cruelty is sometimes considered the will of Heaven. Set in medieval England and the war-torn shores of the Middle East, Cadnum's tale weaves together a rich tapestry of storms at sea, the brutality of hand-to-hand combat, and one of the classic horse and lance battles in recorded history--the Battle of Arsuf.","This book was about a young boy named Edmund. His master was a counterfiter and had to take his masters punishment. He then joined with a crusade to help his master. He then joined the crusade and fought King Richards and his army. Finally the crusaders beat King Richard and won the victory.They should of had a little more action in the authors story. The book I read was average. Also, it was still good to read because it was interting.",3.0,56264,POS,0.6750361323356628,0.0028127243276685476,0.3221510946750641,neutral,NEU
Everyday Japanese: A Basic Introduction to the Japanese Language and Culture,['Michelle Haney Brown'],['Juvenile Nonfiction'],"My First Book of Japanese Words is a beautifully illustrated book that introduces young children to Japanese language and culture through everyday words. The words profiled in this book are all commonly used in the Japanese language and are both informative and fun for English-speaking children to learn. The goals of My First Book of Japanese Words are multiple: to familiarize children with the sounds and structure of Japanese speech, to introduce core elements of Japanese culture, to illustrate the ways in which languages differ in their treatment of everyday sounds and to show how, through cultural importation, a single word can be shared between languages. Both teachers and parents will welcome the book's cultural and linguistic notes and appreciate how the book is organized in a familiar ABC structure. Each word is presented in Kanji (when applicable), Kana, and Romanized form (Romaji). With the help of this book, we hope more children (and adults) will soon be a part of the 125 million people worldwide that speak Japanese!","If you are a tourist traveling to japan for a short time this book would be useful, but there are several phase books avialable that are about one sixth the size with more information inside. When I first red this book I had been living in japan for 2 months and I found most of the information not very useful.This book has pictures that you can easily do without and they are just a waste of space. The font size is almost three times too big so not much information is on each page even though this book is quite large. I found myself having to flip back pages constantly because discriptions of words where on a different page than the actual translation.There is much better books avialable.As someone wanting to learn Japanese I dont recommend this book.",2.0,161887,NEG,0.010697097517549992,0.6328039765357971,0.35649898648262024,negative,NEG
Unofficial S Club 7 Bk,['OUP'],"['Reconstruction (U.S. history, 1865-1877)']","A history of the Reconstruction period and the movements of reform, immigration, industrialization, and urbanization.","This book has a bio on each band member, how they got started, and loads of color pictures. A must for any S Club fan!",4.0,166146,POS,0.9246708154678345,0.0011841666419059038,0.07414504140615463,positive,POS
Paul: Follower of Jesus or Founder of Christianity?,['David Wenham'],['Religion'],David Wenham has returned with new vigor to the old question of the relationship of Pauline thought to the life and teachings of Jesus -- back cover.,"I have bought this book some time back, and have decided to read it in a bid to understand the arguments regarding the issue of Paul and Jesus. The author has done a good job of utilizing the evidence, textual and otherwise, to prove his conservative position on this issue, and thus show that even by the standards of modernist scholarship, a reasonably good case can be made of the essential continuity between Jesus and Paul.What erodes the usefulness of this book and undermines its case however, is the wholesale capitulation to the prevailing ""scholarly"" paradigm of Modernism especially in this case Higher Criticism. The entire humanistic presuppositions behind Modernist ""theo""-logy is assumed to be correct even though there is no rationale (and no proof) for why such is so. The author's case thus utilizes the Modernist hermeneutic of unbelief, instead of the Biblical hermeneutic of Sola Scriptura and the epistemic primacy of Scripture. This can be seen for example in this statement found early in the book: ""We cannot take for granted in this study that the Gospels' description of Jesus is historically accurate in all points"" (p. 20). Presumably, the Modernists do not find it strange that they can take for granted ""in this study"" that Rationalism and Empiricism (both used in the process of Higher Criticism) can discover historically accurate proof - a logically fallacious enterprise. Rather than begin with the Truth of Revelation and deduce truths from there, they rather commit intellectual suicide through embracing the logically fallacious and cognitively vacuous process of rationalist and/or empiricist ""historical accurate proof"". Thus they prove the Scriptures correct as stated in Rom. 1:21-22 - that in their rejection of God's truth and in professing to be wise, they in actual fact become fools; exchanging the glory of God for the image of ""god"" they create through their historical and textual deconstruction. It would be much better for them to decontruct their own skepticism and humanism instead.",3.0,46079,POS,0.5795732140541077,0.014095844700932503,0.4063309133052826,neutral,NEG
The Capacitor Handbook: A Comprehensive Guide For Correct Component Selection In All Circuit Applications. Know What To Use When And Where.,['Cletus J. Kaiser'],['Education'],"This book provides practical guidance and application information when using capacitors in electronics and electrical circuit design. This easy-to-use book covers the following capacitor types: Ceramic, Plastic Film, Aluminum Electrolytic, Tantalum, Glass, Mica, and others. This book also has a very comprehensive Glossary and Index. The Selection Guidelines and the Symbols and Equations sections have the answers to all of your daily application questions. This book is one in a series of component handbooks.",Construction of a electrical capacitor Design of a electrical capacito,1.0,99270,NEU,0.04410022869706154,0.008090834133327007,0.9478089809417725,negative,NEU
