title,author,genre,summary,excerpt
The Dictionary of Omens and Superstitions,['Philippa Waring'],,"- What does it mean if a cat sits and washes itself in your doorway?- Why should women have their hair cut only when the moon is waxing?- Why do people from Yorkshire throw caterpillars over their shoulders?Do you avoid anything with the number thirteen and cross the road to avoid walking under ladders? Belief in superstitions links us to a time when everyday events and objects had magical significance, and knowledge of these could change your fate.Whether you wish to increase your good fortune, ward off bad luck, or simply desire to know what today has in store, A Dictionary of Omens and Superstitions provides a complete guide to hundreds of portents, signs and customs, tracing the origins of our superstitions and explaining their rich symbolism.","For once this book has nothing to do with a GoodReads giveaway. It is merely a random book picked up from the ether. It's worth noting that I started this one with the intent of reading it straight through. This is fairly unusual for a reference book but since I have recently instituted a policy of reading three books at a time it made some amount of sense. One book in the current reading pile, according to the new scheme, should be easily consumable in tiny interruptable bits. This was that book.As a book to be read straight through this is fairly unacceptable. It's redundant, unentertaining and pretty poorly organized. To this my diligent reader may say, simply, ""duh, it's a dictionary"" but it goes beyond that. When I was a child I read the dictionary and it's not all that terrible. There is, at least, a sense of variety. Waring's definitions all have an infuriating sameness to them that makes one grit ones teeth and turn the page with increasing hopeful vigor as time goes on.However, as a reference work it has its shortcomings as well. Since I've read through the first third of the book in its entirety I can tell you that it is, at times, inappropriately self-referential. If one is going to be using a book by randomly hopping into the middle bits looking up superstitions related to the word ""badger"" then phrases like ""as stated earlier"" and ""as we said before"" are rather nonsensical. It seems clear the book was written in some sort of order which doesn't match up well with the order of use. There is also a problem with organization in that some entries are not sufficiently self-referential. Terms which are typically considered synonymous bear strikingly different information and do NOT refer to each other in any way. So the results of any reference depend at least in part on luck and choosing the exact right word. Lastly, the book is terribly dated. Despite its publication date in 1997, most of the entries appear to date from the 70s.In summary, this book is going on my shelf for later reference but I'll remember the lack of organization and work a bit harder at using it when its use is required. Not the best dictionary ever but better than nothing."
Tracy Porter's Home Style: Creative and Livable Decorating Ideas For Everyone,['Tracy Porter'],['House & Home'],"Transform your home with Tracy's signature style and spirited approach to comfortable living. When Tracy Porter founded her company with a $5,000 loan from her parents, she never envisioned that eight years later it would be a $40 million business with products sold at thousands of retail stores. In Tracy Porter's Home Style, Tracy demonstrates how to enliven rooms with old treasures and common objects. Lavishly illustrated, and brimming with inspiration, Tracy's book shows you how to reinvent your home with simple and creative ways to use paint, fabric, rugs, pillows, and even scents. Each chapter contains a multitude of valuable tips and rule-breaking ideas, and the Make & Create Guide for every featured project assures that you can adapt these projects to your own home. Tracy Porter's Home Style will help new and old fans alike create a warm and welcoming home. --Tracy has been featured on Oprah, E! Entertainment's Homes with Style, and in the pages of O Magazine, People, Good Housekeeping, and Victoria.","I just recently purchased this book. I have to say I was disappointed. Although there were some nice pictures I found her style to be jumbled.Very few ideas, and those that are there looks like an afterthought. I enjoy bohemian,ecclectic decorating but his was too jumbled. If you want it, buy it used."
Bitter With Baggage Seeks Same: The Life and Times of Some Chickens,"['Sloane Tanen', 'Stefan Hagen']",['Art'],"An artist and her tiny yellow chickens explore the complexities and follies of the modern world, as they deal with playground popularity battles, crowded yoga classes, blind dates, KFCs, and other perils, in a collection of hilarious captioned photographs. 50,000 first printing.","I just don't understand how anyone can see this as funny. I was given this book as a gift and was shocked that my friend gave it to me. I have a much evolved sense of humor and I actually hate this book. I was shocked to see it received any good reviews...it is just odd and bizarre...and not in a good way. There are a lot of funny, redeeming books out there and this is not one of them. I even hate to give it to Goodwill!!!"
Fire From Heaven,['Mary Renault'],['Fiction'],"New York Times Bestseller and Man Booker Prize Finalist: A novel of ancient Greece by the author Hilary Mantel calls “a shining light.” Alexander the Great stands alone as a leader and strategist, and Fire from Heaven is Mary Renault’s unsurpassed dramatization of the formative years of his life. His parents fight for their precocious son’s love: On one side, his volatile father, Philip, and on the other, his overbearing mother, Olympias. The story tells of the conqueror’s two great bonds—to his horse, Oxhead, and to his dearest friend and eventual lover, Hephaistion—and of the army he commands when he is barely an adult. Coming of age during the battles for southern Greece, Alexander the Great appears in all of his colors—as the man who first takes someone’s life at age twelve and who swiftly eliminates his rivals as soon as he comes to power—and emerges as a captivating, complex, larger-than-life figure. Fire from Heaven is the first volume of the Novels of Alexander the Great trilogy, which continues with The Persian Boy and Funeral Games. This ebook features an illustrated biography of Mary Renault including rare images of the author. “Mary Renault is a shining light to both historical novelists and their readers. She does not pretend the past is like the present, or that the people of ancient Greece were just like us. She shows us their strangeness; discerning, sure-footed, challenging our values, piquing our curiosity, she leads us through an alien landscape that moves and delights us.” —Hilary Mantel","I found this biographical fiction better than Renault's edition of the Thesiad, but still notably slow. Her attention to detail doesn't suit me, personally. I would prefer a shorter book with less time spent carefully decorating each scene--the history here is exciting enough. This is my main point. I'm not convinced 'Fire from Heaven' is any better than existing historical biographies of Alexander."
The Knight In History,['Frances Gies'],['Knights and knighthood'],"A magisterial history of the origins, reality, and legend of the knight Born out of the chaos of the early Middle Ages, the armored and highly mobile knight revolutionized warfare and quickly became a mythic figure in history. From the Knights Templars and English knighthood to the crusades and chivalry, ""The Knight in History,"" by acclaimed medievalist Frances Gies, bestselling coauthor of ""Life in a Medieval Castle,"" paints a remarkable true picture of knighthood--exploring the knight's earliest appearance as an agent of lawless violence, his reemergence as a dynamic social entity, his eventual disappearance from the European stage, and his transformation into Western culture's most iconic hero.","Another gem of Medieval studies by Professor Gies!Within you will find an account of Western European Knighthood from the perspective of the Anglo-French tradition.The Knight is described and defined in terms of the mounted warrior-elite he was, his training, his role in society, in the Chivalric ideal presented by Troubadors,...and the grim reality in warfare.Professor Gies uses three notable knights in history as a sample of how they varied in character, in deed, and in living up to the Code of Chivalry: William Marshall and John Fastolf of England, and Bertrand du Guesclin of France."
Axiomatic Set Theory,['Patrick Suppes'],['Mathematics'],"Geared toward upper-level undergraduates and graduate students, this treatment examines the basic paradoxes and history of set theory and advanced topics such as relations and functions, equipollence, more. 1960 edition.","One does not hear about set theory too much these days, no doubt due to the de-emphasis of foundational discussions in mathematics. Foundational questions of course were the focus of much attention in mathematics in the early twentieth century, this taking place because of the many paradoxes in set theory and due to the influence of the philosophers. Set theory, the theory of types, and mathematical logic are still very important though in computer science and in artificial intelligence, due to the needs in these fields for knowledge representation, computational models of intelligence, and automated reasoning. This book could serve to introduce these topics or as an historical reference to the issues as they were hotly debated in the last century.The first chapter gives an informal introduction to the notion of a set, first-order predicate logic (notions of bound and free variables and quantification), and the Zermelo-Fraenkel axioms of set theory. The author describes the difficulties in the &quot;axiom of abstraction&quot; in the writings of Frege as pointed out by Bertrand Russell. It is pointed out that the axiom of abstraction is in fact an infinite collection of axioms, thus motivating the concept of an &quot;axiom schema&quot;. The axiom schema that is used explicitly in the book is the &quot;axiom schema of separation&quot; due to Ernst Zermelo, which he formulated in order to make precise the notion of a statement as being &quot;definite&quot;. More of the set-theoretic paradoxes are discussed, along with their classification due to F.P. Ramsey into &quot;linguistic&quot; and &quot;semantical&quot; ones.The advantage of an older book on set theory is that more of the underlying details are explained, instead of just being formally developed. The author gives a thorough discussion of the concepts throughout the book, beginning with an organized development in chapter 2. He begins immediately with discussing the distinction between the object language and metalanguage, and the symbols to be used in the object language: constants, variables, logical connectives, quantifiers, and grouping symbols. These symbols are used to construct formulas, a subclass of which, the primitive formulas, are defined recursively, and which all formulas in the object language can be expressed in terms of. Throughout the book though the author uses additional notation that allows formulas not to be written in terms of primitive formulas. This is done to make the text more readable, but he requires that the added notion satisfy the criterion of eliminability and non-creativity. The notion of a set is defined formally, and then the axiom of extensionality, which gives a criterion for two sets being equal, and the axiom schema schema of separation. The pairing axiom, which gives the existence of a non-empty set; the sum axiom, which gives the existence of the union of a family of sets; the power set axiom, which gives the notion of the set of all subsets of a set; and the axiom of regularity, which prohibits infinite descending sequences of sets, are all discussed in detail.Chapter 3 treats relations and functions, so important not only in mathematics but in computer science, especially in the theory of relational databases. Then in chapter 4, the author begins a study of cardinality and the cardinal numbers, proving that the finite cardinal numbers have the properties of the natural numbers, as one would expect. The author is careful to point out the need for the axiom of cardinal numbers in this study. Chapter 5 then goes into the theory of ordinal numbers, wherein it is emphasized that no special axioms are needed for the development of this theory. The author is also careful to note the special problems that arise in defining the arithmetic of natural numbers, such as defining addition recursively without using set theory. But including the apparatus of set theory does allow the replacement of the recursive definition by a proper definition. The axiom of infinity is brought in to permit the construction of arithmetical operations as certain sets. The theory of denumerable sets is then discussed, followed by one of the most fascinating concepts in all of mathematics: the theory of transfinite and infinite cardinals.The author then shows that set theory can allow the construction of the real numbers, which takes place after the construction of the rational numbers. The famous &quot;Dedekind cut&quot; is discussed, along with the method of Cantor, which defines real numbers as equivalence classes of Cauchy sequences of rational numbers. The author uses the Cantor approach in the rest of the book. He also proves the famous Cantor theorem on the non-denumerability of the real numbers, and gives a brief discussion of the Continuum Hypothesis.Chapter 8 then gives an overview of the fascinating topics of transfinite induction and ordinal number theory. Recursion theory makes its appearance again in the transfinite recursion for ordinal numbers, using the axiom schema of replacement. The non-commutativity of ordinal addition and multiplication is brought out, and the falsity of Fermat's Last Theorem and Goldbach's Hypothesis in ordinal number theory is shown. The author then shows to what extent cardinal number theory can be done without using special axioms by defining cardinal numbers as initial ordinals. The axiom of choice however is needed to show that every set has a cardinal number. The author then restates the Zermelo-Fraenkel axioms in their final form at the end of the chapter.The final chapter gives an overview of the most controversial topic in all of set theory, if not in all of mathematics: the axiom of choice. The author shows that the use of this axiom allows one to prove that an infinite set has a denumerable subset, and he shows the equivalence of the axiom of choice with the numeration theorem, the well-ordering theorem, Zorn's lemma, and the law of trichotomy. The counterintuitive Banach-Tarski paradox is discussed, and the author shows the existence of axioms which imply the axiom of choice."
Cherishment: A Psychology of the Heart,"['Elisabeth Young-Bruel', 'Faith Bethelard']",['Psychology'],"Cher-ish-ment, n. F. cher, dear. Sweet, indulgent love, esp. of children. Emotional equivalent of nourishment; soul food. What the world needs now. Elisabeth Young-Bruehl and Faith Bethelard give a name to the kind, warm, tender, and affectionate love that babies expect before they can speak of it and that we all desire our whole lives long. As adults, they note, we all desire our whole lives long. As adults, they note, we don't often acknowledge or even understand our need for this ""cherishment."" Their book is a rare effort to explore that need, to create a ""psychology of the heart."" In Cherishment, Young-Bruehl and Bethelard provide a wholly original way of thinking about familiar concepts such as love, attachment, and care, showing how deep-seated disappointments and fears of dependency keep so many of us from forming healthy relationships. Questioning the traditional, celebratory view of independence and self-reliance, they argue that cherishment is the emotional foundation, formed in childhood, that sustains all kinds of growth-promoting adult bonds. Blending the philosophical writing that has won Young-Bruehl international acclaim with Bethelard's imaginative sensibility, Cherishment is a finely balanced interplay of scholarship, dual-memoir, and intimate therapeutic tales. It draws on ancient wisdom traditions of the East and West, telling many instructive stories of men and women, young and old, who have learned to cultivate the cherishment instinct in themselves as well as in others. It helps readers attune sensitively to the ways people express their need for affection in the details of daily life and relationships. The book narrates a journey of discovery, and any reader on his or her own journey in the realm of the heart will feel cherished by it.","As one who considers myself part of the prevailing cultural criticism of Freud I did not expect a pleasant read from a book in which his speculations play such a large role. But Young-Bruehl and Bethelard use Freud's solid ground of insights into the human mind to set sail on a voyage both east and west, ancient and modern. They generously take the reader along on their journey, gratuities included in the ticket price. Cherishment is more than a pleasant read. The book is an adventure for the reader/explorer interested in the ways in which we think about love, intimacy, dependency and primary needs. Voyagers meet an assortment of other pilgrims like Michael Balint, Akhilleus and a little known Japanese psychoanalyst named Takeo Doi. We learn to consider language and the ways its usage forms our understanding of our world. We eavesdrop on some patient sessions and are allowed in to some of the authors very personal dreams. Most interesting is the dialogue between the authors who challenge and compliment each other to advance an idea about our primary need to cherish and be cherished."
Great Expectations,['Charles Dickens'],['Fiction'],"Penguin Classics e-books give you the best possible editions of Charles Dickens's novels, including all the original illustrations, useful and informative introductions, the definitive, accurate text as it was meant to be published, a chronology of Dickens's life and notes that fill in the background to the book. This Penguin Classics edition of Great Expectations also includes Dickens's alternative ending to the novel. A terrifying encounter with an escaped convict in a graveyard on the wild Kent marshes; a summons to meet the bitter, decaying Miss Havisham and her beautiful, cold-hearted ward Estella; the sudden generosity of a mysterious benefactor - these form a series of events that change the orphaned Pip's life forever, and he eagerly abandons his humble origins to begin a new life as a gentleman. Dickens's haunting late novel depicts Pip's education and development through adversity as he discovers thetrue nature of his 'great expectations'.","Sorry for the nasty mean review. Totally uncalled for, caught me on a bad day. Everybodys different and everyone has their own opinions and just because someone else doesn't like something is no reason to put them down. Its just frustrating because these kids reviews always say the same thing, &quot;this sucked&quot;, or &quot;this was boring&quot; and thats all they can say about it. But anyway, if thats the way they feel then I guess thats just the way they feel and nobody should write such nasty reviews or get mad for such a petty, stupid reason anyway. So, anyway, this is one of Dickens best, as I've said before."
Land of Two Halves,['Joe Bennett'],['Travel'],"After ten years in New Zealand, Joe Bennett asked himself what on earth he was doing there. Other than his dogs, what was it about these two small islands on the edge of the world that had kept him - an otherwise restless traveller - for really much longer than they seemed to deserve? Bennett thought he'd better pack his bag and find out. Hitching around both the intriguingly named North and South Islands, with an eye for oddity and a taste for conversation, Bennett began to remind himself of the reasons New Zealand is quietly seducing the rest of the world.","When I first bought this book, I had planned to emigrate to New Zaland. After I started reading it I decided to go on holiday there first and hitchhike, just like Joe Bennett.However, reading more and more of the book, I decided hitchhiking might not be the best idea for me. So I will take a bus tour.Where the book really proves its worth though is when it comes to describing the country. It portays New Zealand for a great nation, but also one that is desolate and for the most part empty. Sure Auckland might be a big city, and Wellington and Christchurch following suit, but the rest of the country? Sometimes you can taste the loneliness of the land.Having traveled to New Zealand since, I can only say that the loneliness that you can feel while reading the book, is not present at all in the land itself."
Left Behind - A Novel Of The Earth's Last Days,"['Tim F. LaHaye', 'Jerry B. Jenkins']",['FICTION'],"After millions of people around the world vanish in one moment, in what many claim to be the Rapture, Rayford Steele begins a search for the truth amidst global chaos.","I bought the first Left Behind novel on a whim. It sat on my table for a couple weeks before I began to read it. After reading the first few chapters, I had nightmares, but was hopelessly enthrawed. I read all 8 books inside of 2 weeks. I look very forward to the 9th. I HIGHLY recommend this series to anyone."
The Fire Next Time,['James Baldwin'],['Political Science'],"A national bestseller when it first appeared in 1963, The Fire Next Time galvanized the nation, gave passionate voice to the emerging civil rights movement—and still lights the way to understanding race in America today. ""Basically the finest essay I’ve ever read. . . . Baldwin refused to hold anyone’s hand. He was both direct and beautiful all at once. He did not seem to write to convince you. He wrote beyond you.” —Ta-Nehisi Coates At once a powerful evocation of James Baldwin's early life in Harlem and a disturbing examination of the consequences of racial injustice, the book is an intensely personal and provocative document from the iconic author of If Beale Street Could Talk and Go Tell It on the Mountain. It consists of two ""letters,"" written on the occasion of the centennial of the Emancipation Proclamation, that exhort Americans, both black and white, to attack the terrible legacy of racism. Described by The New York Times Book Review as ""sermon, ultimatum, confession, deposition, testament, and chronicle...all presented in searing, brilliant prose,"" The Fire Next Time stands as a classic of literature.","The Fire Next Time, by James Baldwin, was an college course assignment I had to read and much to my surprise I found this to be a very insightful book. There are so many psychological and existential insights that I didn't expect to find in this book, some of the things he said resonate very closely to existentialism. Reading through these insights truly resonate with my spirit. Not only was James Baldwin insightful about his personal life but his social critique was simple and penetrating in exposing the charade of the racial dichotomy of ""White/Black"" that is politically constructed to impose socioeconomic stratification based on arbitrary colors. Baldwin knew too well that while people may be their own free agents they are still part of the larger historical process and genealogy that deeply entrenched and influenced the way they interpret and understand the world. In a sense, there is a kind of helplessness that Baldwin saw in everyone including himself, the kind of helplessness of being susceptible to the historical forces and to our own unconscious anxiety of death.This is indubitably a very insightful and profound book..."
Stanger in a Strange Land,['Robert A. Heinlein'],['Fiction'],"The original uncut edition of STRANGER IN A STRANGE LAND by Hugo Award winner Robert A Heinlein - one of the most beloved, celebrated science-fiction novels of all time. Epic, ambitious and entertaining, STRANGER IN A STRANGE LAND caused controversy and uproar when it was first published and is still topical and challenging today. Twenty-five years ago, the first manned mission to Mars was lost, and all hands presumed dead. But someone survived... Born on the doomed spaceship and raised by the Martians who saved his life, Valentine Michael Smith has never seen a human being until the day a second expedition to Mars discovers him. Upon his return to Earth, a young nurse named Jill Boardman sneaks into Smith's hospital room and shares a glass of water with him, a simple act for her but a sacred ritual on Mars. Now, connected by an incredible bond, Smith, Jill and a writer named Jubal must fight to protect a right we all take for granted: the right to love.","After JUST finishing Stranger In A Strange Land(uncut version) I feel many emotions that stay with me after reading a good book. I can see why the impact of this work was so strong, still is. I wish I could tell Mr. Heinlein how his work has affected and uplifted my spirit, enjoying the humorous and candid way world views are set forth. At the risk of sounding like a religious fanatic, I will share that I cry/am crying for the beauty of its message and wish that others who have not been so touched will one day grok it in fullness for Thou ART God, truly!"
On Combat: The Psychology and Physiology of Deadly Conflict in War and Peace,"['Dave Grossman', 'Loren W. Christensen']",['History'],Looks at the effect of deadly battle on the body and mind and offers new research findings to help prevent lasting adverse effects.,really helps you to understand the soldiers during the war. How to focus and not think about anything but your own safety
Queen of the Damned (Book 3 of Vampire Chronicles),['Anne Rice'],['Fiction'],"The sequel to The Vampire Lestat intertwines the stories of rock star and vampire Lestat, beautiful twins haunted by a gruesome tragedy, and Akasha, mother of all vampires, who dreams of godhood. Reissue.","This book was such a change from The Vampire Lestat in the way that Anne wrote it. The way she divided all of the chapters into sections of other people just made the suspense even more nerve-racking. I just kept flipping through to other chapters trying to find out what would happen next. I just loved the new characters such as Khayman, Maharet, Jesse, Pandora, And the return of Marius. I truely hope to see more of Khayman and Jesse, along with her great family, in books to come. These characters overwhelmed me even though they didn't even show up that much. Anne Rice has written a wonderfully suspenseful and action packed book and I can't wait to see more of all the new characters."
ABC of poultry raising: A complete guide for the beginner or expert,['J. H. Florea'],['Nature'],"Describes equipment and procedures for rearing, managing, and breeding poultry and considers the preparation of chickens and eggs for use","I am animal control officer and needed a good book about poultry as a reference. The ABC of Poultry Raising is excellent. It covered all the basic husbandry aspects but, was not too detailed."
One for the Money,['Janet Evanovich'],['Fiction'],"Now available in a special 25th anniversary edition! Discover where it all began—#1 New York Times bestselling author Janet Evanovich’s first “snappily written, fast-paced, and witty” (USA TODAY) novel in the beloved Stephanie Plum series featuring a feisty and funny heroine who “comes roaring in like a blast of very fresh air” (The Washington Post). Meet Stephanie Plum, a bounty hunter with attitude. In Stephanie’s opinion, toxic waste, rabid drivers, armed schizophrenics, and August heat, humidity, and hydrocarbons are all part of the great adventure of living in Jersey. She’s a product of the “burg,” a blue-collar pocket of Trenton where houses are attached and narrow, cars are American, windows are clean, and (God forbid you should be late) dinner is served at six. Out of work and out of money, Stephanie blackmails her bail-bondsman cousin Vinnie into giving her a try as an apprehension agent. Stephanie knows zilch about the job requirements, but she figures her new pal, el-primo bounty hunter Ranger, can teach her what it takes to catch a crook. Her first assignment: nail Joe Morelli, a former vice cop on the run from a charge of murder one. Morelli’s the inamorato who charmed Stephanie out of her virginity at age sixteen. There’s still powerful chemistry between them, so the chase should be interesting…and could also be extremely dangerous.",I liked the One for The Money so much I'm going to read the entire Stephanie Plum collection. I'm already on the forth book.
Guilty As Sin,['Tami Hoag'],['Fiction'],"""Originally published in hardcover in the United States by Bantam Books, an imprint of Random House, a division of Penguin Random House LLC, in 1996""--Copyright page.","I have just finished reading this book and the preceeding &quot;Night Sin&quot;. In both books there are so very many characters carrying around so very much emotional bagage. Maybe they should go to the nearest airport and lose it,"
"That Quail, Robert",['Margaret Stanger'],['Pets'],"The acclaimed story of the little bird that won the nation’s heart He’ll never live, the neighbors all said. But Robert, the abandoned quail chick would prove them wrong. Born on a kitchen counter in a house on Cape Cod, raised in a box surrounded by a lamb’s wool duster and a small lamp, Robert’s life began auspiciously.","Who would have expected so much personality and affection would hatch out of an abandoned quail's egg? Yet that is precisely what occurred on Cape Cod in 1962, as chronicled with love and honesty by the author. Can a merely human world become asatisfactory substitue for Nature? Is the orphaned creature better off with its own kind or with an adoptive family of an alien species? Readers must judge for themselves in this charming tale of a delightful female quail, mistakenly namedRobert.Written with humor and sincerity by a compassionate neighbor (Robert's &quot;Aunt&quot;), this slim volume is a gem which contains surprising family dynamics, as two life forms adaptto a harmonious family unit--beneficial and deeply rewarding on both sides. Human emotions and reactions seem to have been imprinted on this impressionable birdling, who rapidly becomes a member of the household--even to requiring baysitters! You will chuckle and weep over her antics and trials. How Human can a bird get? Once you spend some quality time with Robert, you will know the answer for yourself."
The Book of Strangers,['Ian Neil Dallas'],['Fiction'],"Sometime in the future the head librarian at a great center of learning suddenly disappears, leaving behind a journal that describes his weariness with a world ""where people teach but know nothing, where the sentences flow on endlessly but lead nowhere."" His successor in the post becomes more and more intrigued by the vanished man's fate, until a series of mysterious clues lead him on a journey both inward and outward, to a world that begins where language ends. Within a matter of weeks he finds himself in the company of powerful dervishes, God-intoxicated nomads whose eyes blaze with love, and ragged beggars with the smile of the Pure One. These men, the followers of an enlightened Shaykh, speak little, but simply to be in their company fills him with ecstasy and knowledge.","If you're into spiritual novels like Siddharta by Herman Hesse, or interested in Sufism and want to read about it in novel form, get this book. It's great, and I wish there were more books like this that I could read!"
Holidays on Ice,['David Sedaris'],['Humor'],"David Sedaris's beloved holiday collection is new again with six more pieces, including a never before published story. Along with such favorites as the diaries of a Macy's elf and the annals of two very competitive families, are Sedaris's tales of tardy trick-or-treaters (""Us and Them""); the difficulties of explaining the Easter Bunny to the French (""Jesus Shaves""); what to do when you've been locked out in a snowstorm (""Let It Snow""); the puzzling Christmas traditions of other nations (""Six to Eight Black Men""); what Halloween at the medical examiner's looks like (""The Monster Mash""); and a barnyard secret Santa scheme gone awry (""Cow and Turkey""). No matter what your favorite holiday, you won't want to miss celebrating it with the author who has been called ""one of the funniest writers alive"" (Economist).","This year there are no shortage of Christmas books on this site or in your local book shop to fill you with all the images of the holiday season: snow crested fields, roaring fireplaces, carolers, holly and ivy- you get the picture. There are newcomers like Grisham's ""Skipping Christmas"" and Mary and Carol Higgins Clark's ""He Sees You While You're Sleeping"" and ""The Mitford Snowmen"". Booksellers pile them right next to classics like Dickens' ""A Christmas Carol,"" ""Twas the Night Before Christmas,"" ""The Polar Express,"" and Dr. Seuess' ""The Grinch that Stole Christmas"". Just like the annual search for the perfect tree, the search for the perfect holiday book is no less daunting.So while browsing for my holiday selection, I was directed to a small paperback volume in David Sedaris' ""Holidays on Ice"". It's been out for a few years, but I missed this one (after reading it, I think I missed it because the Christmas police must have ordered it off the shelves for fear of causing a national laughing epidemic). Forget the antisocial behavior of the Grinch, he's just an out of work elf compared to Sedaris. Nothing, absolutely nothing about Christmas is immune from the sarcasm and cynicism displayed in the collection of short stories that make up this small volume. After reading this book on my train ride to Rockefeller Center to watch the annual lighting of the Christmas tree, I don't think that I'll ever be the same. Imagine that Santa's `Ho, Ho, Ho' greeting is really his egg nog induced shout to a streetwalker; or that Macy's dresses ex-cons and thugs as its Christmas elves; ever receive a Christmas letter from a cousin inside the annual holiday card only to have him recount his indictment for murder and invite your family to his bail hearing; or what about a contest with the neighbors over who can donate more blood to show the spirit of giving. Like I said, I'll never be the same.If you like to laugh and can appreciate the acerbic wit of someone whom must have gotten too much coal in his stocking as a child to come up with this collection of irreverences, then this one's for you."
"Star Wars, Episode III - Revenge of the Sith","['Patricia C. Wrede', 'George Lucas']",['Juvenile Fiction'],"Award-winning author Patricia C. Wrede tells the final chapter of the Star Wars saga, in this incredible novel based on one of the most eagerly awaited movies of all time. The circle will now be complete: the final installment of the Star Wars saga, showing the emergence of Darth Vader, the downfall of the Jedi, and the revenge of the Sith.","When i picked up this novel from a friend, i was expecting a crummy movie adaption with no depth whatsoever. boy was i wrong. this is by far one of the best books ive ever read! it goes beyond the movie and expands on things the movie only hints at! i definately reccomend this book, it is more enjoyable than the movie and mathew stover is an amazing author."
The Stand. The Complete and Uncut Edition,['Stephen King'],['Fiction'],"When a disease wipes out most of humankind, the survivors gather to create a new society and to battle a force of pure evil in human form unleashed upon the world. Reissue.","This is most assuredly not a happy-go-lucky story. When you are talking about a virus that ravages the world, you are not in for too many good times. However - that does not mean you are not in for a good read. In traditional Stephen King style, he really goes to town on characterization. With the size of this book (particularly the expanded edition), you have no trouble understanding the survivors in this story, from all their motives, imaginings, and desires.What may detract from this novel for some people is the inherent religious overtones that exist within it. This was not just a battle of man against nature after a terrible tragedy. This was a battle for the soul of mankind itself. However, if you read between the lines a little bit (or just exercise your own creative reading license) you can interpret this &quot;light and darkness&quot; battle as a polarization of the human condition and how people would react during a globe-spanning disaster. Personally, the first 250 or so pages of this book (when the virus is making its rounds) is perhaps the scariest thing I have ever read as well as the most poignant when the survivors realize that the old world has left them behind and they have to rebuild.Certain concepts underlie the whole story that serve to highlight the allegorical themes of the work in terms of the battle between &quot;good and evil.&quot; Can man rebuild his culture without bringing back the same problems again and again? The answer would seem to be &quot;no.&quot; Is mankind perenially going to do things that will potentially bring about extinction? The answer would seem to be &quot;yes.&quot; And, perhaps most importantly, is it possible for groups of people to make a stand against this apparently ingrained nature? As King says: &quot;The place where you made your stand never mattered. Only that you were there ... and still on your feet.&quot; Read this book and you will enjoy it. However, read between the lines of this book and the inherent sociological comments on our society and you will enjoy it at a deeper level."
Casual Day Has Gone Too Far,['Scott Adams'],['Humor'],"Dilbert and his colleagues face the absurdities of corporate life, including the real reason so many meetings are called, cancelled projects, shrinking cubicles, and general incompetence","In this book, Catbert makes his first appearance as HR director of Dilbert's company. His casual day policy is insane, and so, casual day will always be a strange day. Dilbert knows the feeling of going to work on a casual day, and wondering &quot;Has it gone too far?&quot; Besides the histerical Catbert jokes, there's jokes on company takeovers, futile projects, team building excersises, and much more! So join corporate America's truly relatable office crew in these insane misadventures of white collar workplace life."
Shutter Island,['Dennis Lehane'],['Fiction'],"U.S. Marshal Teddy Daniels has come to Shutter Island, home of Ashecliffe Hospital for the Criminally Insane, to find an escaped murderer named Rachel Solando. As a killer hurricane bears down on the island, the investigation deepens and the questions mount. How has a barefoot woman escaped from a locked room? Who is leaving them clues in the form of cryptic codes? And what really goes on in Ward C? The closer Teddy gets to the truth, the more elusive it becomes. And the more he begins to believe that he may never leave Shutter Island. Because someone is trying to drive him insane...","Everyone loves a good Insane Asylum agreed? Take the criminally insane, add a dash of conspiracy and you are bound to have a fantastic time.I absolutely, without fail, LOVED this book. I loved it so much that I can't even talk about it the way I should because if I do I will spoil it for you.""Shutter Island"" was one of the most masterfully plotted books I have read in years... I was astounded by the depth and creativity that ""Dennis Lehane"" was able to shove into a little over 330 pages, and even more... I was flipping pages faster than my eyes could keep up, only to have to turn back because I realized I had skipped a few words at the bottom of a page.Teddy is a US Federal Marshal sent to Shutter Island to investigate the mysterious disappearance of Rachel Solando. While Teddy and his partner Chuck are baffled as to the disappearance of this woman, who can somehow magically evaporate through walls, they stumble upon a more intriguing case. Is this hospital really what they say it is? Why does everyone answer questions with the exact same phrasing...and why in the world is a sewage treatment plant surrounded by an electric fence? While Teddy and Chuck race for answers they find themselves in the deepest water imaginable...are they crazy too or is it just in their heads?I wish that my bumbling words could express to you how much you should read this book. I wish that I could give away the plot twist that had me picking up the phone to call my husband and say ""No Freaking Way!!! Are you F'ing Kidding Me????"" But again... that would just be cruel.There were uncomfortable moments in the water with creepy crawlers, piles of strategically placed rocks, battered patients whispering sweet nothings, a sad mommy, black shoe polish, water guns, and 1 number solving shrink that has all the answers.Pick this book up, find a quiet place, and start reading... I assure you that even if you think the first couple of chapters are slow you will be thanking me by chapter 5.Happy Reading my fellow Kindle-ites and remember: Don't take pills from strangers!"
